,id,label
0,68c9fe8820ad4819fa3a90808191b149,apple
1,0662fdacea8f03592ac9c33548362f8e,apple
2,8f838c3b70fe08d5d8fa41a414d8ad5e,apple
3,47c70c3d743b3a5271392275f6ae8c69,apple
4,407e9d63e8111edbf5c0eceefa298d05,apple
5,d48cccdb08640f7fee6ea8031881b4bf,apple
6,946b80c0bccaae705bb9b9770f569be1,apple
7,235c1b4c757ac651dff0b899ddff5251,apple
8,731e7ff79cef24f5144f8fddfe82e179,apple
9,4d117c37a57bc3dcfad099dbc6ede8a6,apple
10,65a2dc3432397bd40d966ab830977c40,apple
11,824de8516e3c4a2133fda1b3f8cfef56,apple
12,5d8153f6ee58de33270c24c3a8fb3e0e,apple
13,9db69ba9ec9cfc65db3a01cede9a2830,apple
14,d00234f92742ec539844bcf908cb81ef,apple
15,0ae8327ea1f2247b994eafb9dd67aecb,apple
16,8715e55ab20870c14205cf5252e25317,apple
17,6e0b10479d4b2a0773807f25f69681f8,apple
18,aef21c14e48f197e2b05ccaf464c52c9,apple
19,2d1fbadd24e71783af6d321b57a70844,apple
20,acdb95b37d3314d96994e19bdd437878,apple
21,8c3fef47b6b043ea5677f0857f3a2a90,apple
22,283630ae27f43a8e620cb1083e2c6d35,apple
23,59c9907de388a69a337dd503f075c6f3,apple
24,037218cc87895d88bb41eb0572501c44,apple
25,a061f9586da94a93bf90416bdbf07237,apple
26,83f393998dd7e080e3b6734f3d400943,apple
27,3c6b3141bc80f2c46420f1687cca1b59,apple
28,76dd252f8e4e75da1beb36cddf3ec067,apple
29,5dcefe47648986f5332fd61487efd57c,apple
30,cef23688f729650fe4e08babb7d2def7,apple
31,5b03b128797f41eb0978b3383b222622,apple
32,75bdf0f10c68d9ec05c89ee75e76ea16,apple
33,8b95abe4a5196a325447c45505534806,apple
34,90874f13a6aaa6b7a0c8488bc7fe3073,apple
35,e96ffa3bdd7f9a35409c070536e42833,apple
36,d30aeefe475afc1741d0b10c1911c25e,apple
37,742e45ba0e67b8aca340fc030a94c64d,apple
38,2d31a229b0b1617e073f8554a810f908,apple
39,34aab2fd46e3db4650e16302e0dc7872,apple
40,9f13e916a93ade46ced4f2674b8ed40e,apple
41,760991f1178174cf402fe5415d74781d,apple
42,49c63a18bdbf0227deaaf13dedee412c,apple
43,7ee204d0aa1a9651011e190328ab9b76,apple
44,d37bf9b8021d2e03e88410ba5c8a0bae,apple
45,22f425c7983b7057770c4e003a133b95,apple
46,cdafebb49c418b152df50dfc6fe95cdc,apple
47,3725b81c1c8132bbe979008afc117f0f,apple
48,baa31b4575b8ca00f9f17eb668bafb06,apple
49,c4d3297d81a4891b2e57be9fbbf8f2d7,apple
50,161898d720b71294f7063dc7c5de926a,apple
51,da0f45786319ef91c38848d201b24125,apple
52,2d1135b340887e6137ed949a1988ca3f,apple
53,fa24f0329e5669467cfbb038d978bbf0,apple
54,87bbb388bbe15d55b690b8278fb9b87f,apple
55,5fc5289c3fed0a001a7a6d1c44fa341d,apple
56,4e9f74104bc12ce8951c65fc9f21c255,apple
57,ec47a8f3164f0a132fa241852b8769a9,apple
58,9d4a5e8f4461a0cbe8050ae532e445a2,apple
59,d1022ab1243bf6750f11615c1819346f,apple
60,2cbac40f993ea04d85a334863ae90111,apple
61,96f9dadf5f1a2a69ad101ee7f6c5a93d,apple
62,2a70340574c6ac95f3e495160916509f,apple
63,2743be8d4b6e1c6e0aa462ee5bb71c54,apple
64,932c3ca666226074940f2c2b3a396663,apple
65,a58caedff3cfb931fbd9a78cf1321c6c,apple
66,2dd9f2bdbc1331fc37f45561c1de161b,apple
67,28bd26527ec0ac50b6cf22fd6728ee97,apple
68,976578e0c55d51ace7c24f0cb38da6e8,apple
69,cd8291ce2ca635cba80289e8d21d2194,apple
70,48ced8bc9cfe6f908690dba83dafa79b,apple
71,eceea3a69a99ab318f4886519fb4313d,apple
72,31f9ef862c52f9b6158f5ba303e1d485,apple
73,d1d96f1244f14a390a06cc67690300be,apple
74,692786c8ca8d49739111664184bdc591,apple
75,09f2be1471608cc069d74461efa4fa17,apple
76,557ffd956e6ab4769ccca80ebb6fc475,apple
77,9d78618854bbf9b844bdcd5e5fc9c538,apple
78,eb6d264ab4d9151e5cbeb9e56cb5a92b,apple
79,eaf9baff584c3c26279055076dc55b69,apple
80,aefbe0f8629a31ca30bfc420416ccb13,apple
81,5c7e60a1969e57dccaee6bbbbad7576f,apple
82,53eb7fa61867d8316e81b91e64bf85f5,apple
83,6b0e34d7240b2e101ba54cdfc26b98a2,apple
84,96d1ccf5a0231db63a8c0c3a3cb027bb,apple
85,1d71812b31ae514fbbcb66743a1d4d0a,apple
86,a3a2d94d490187d407da17f3a62b340a,apple
87,046b19c58f8c8d92ecd55a8277db8852,apple
88,c9090cb7503a68be66a98f8398b302d0,apple
89,33524f258d847fe79e714195907496d9,apple
90,b9e2a8b332bfe7c725144287ea2f0704,apple
91,641276468c29fd56229a0e5ef51dcee6,apple
92,6f0e96e94a40443ea3dbf7f6bf5ab18d,apple
93,875d602dbc89b20a6554c0618d0cf7ae,apple
94,cb12da41fa261d8fbf5a7a5faa32094e,apple
95,6c848102d759d08ba815fcf8760fb568,apple
96,a89a03fb4a48b94ef99f6ba8403d06be,apple
97,c41ddb96dc3867079c79efc0a123c4b0,apple
98,dbe408aec99cfe79cf593be89fd02121,apple
99,74b92befbdf43499cfd887b07e3a84ec,apple
100,ebf0df5c434f493c3e2431e8c6d91fdc,apple
101,19352e2f69faf8f0b17f5b790aade65a,apple
102,4800b710d6d1086288bc5d6dc16b9a81,apple
103,2dc7f6c21d798e384bf100ea7326e9b6,apple
104,7369ba2be5d76b6a47307b48fc933c6f,apple
105,cac9cbe8d98c465ccac59049e8934e64,apple
106,222d6b2dab76db0089e9ccbc6b5c6ed7,apple
107,5343f831adea0aedd70de5a8a16f2932,apple
108,8df443e8205306152f5d13f1f22a939c,apple
109,20530c12398e1ea3a89e3f7c923e3372,apple
110,fd469a5735c988c3dbd3573451896773,apple
111,a8098b7f053e48e1352b32ada5d6f5be,apple
112,e804c228a78661e2d86adf610959fea0,apple
113,a38cf72715af16b0ec61aa07d5773b47,apple
114,26257ba45eadfc7416661644765a11f3,apple
115,73785b659132226079d3039681e2a4c7,apple
116,1e104c07bd13d3751f9c00525d7a3839,apple
117,5e392ff1fcb38f35065a8560a9d6027f,apple
118,4dd8c9afb2cf7805387dfcc03f6d92c8,apple
119,86beff45628f1ef9d39cfc7b31e71dc4,apple
120,159b59ab081e4cda41e3dc53e7d650b9,apple
121,fd69b39aa6c61b16699070fd03c2b7cd,apple
122,214e10a774e3471eabc95e6b02d7d947,apple
123,1f2709a47b43fbd785e69331926b926d,apple
124,5f1172a27dbe876fabd43a900cad37c8,apple
125,b066a13a753ec5ef7ffd9468facbf94a,apple
126,5cf3100f4f33d3d9d924df317d8dd7b1,apple
127,2f82602ff177dd4bff1691b3b43545fa,apple
128,b29e19b98597748519e95a1e6c7cd836,apple
129,973ae36000bb7310d1c9f97e1d55b616,apple
130,3a0ba8f184ab4e154f9410c2e023cf61,apple
131,af45505861cc45710caebaa8876371fe,apple
132,e6ad222558d78eaa3828c2fe5216d0d6,apple
133,edd295ab650718744e222f6ebcc2b5b8,apple
134,ce79b03f1671412ec738fdc1b130b65d,apple
